WARD,month,permits
2,2014-12,171
2,2014-12,338
2,2014-12,22
2,2015-01,26
2,2015-01,176
2,2015-02,19
2,2015-03,406
2,2015-04,16
2,2015-05,147
2,2015-05,29
2,2015-05,196
2,2015-05,51
2,2015-06,342
2,2015-06,161
2,2015-07,382
2,2015-08,382
2,2015-08,160
2,2015-09,385
2,2015-11,294
2,2015-12,136
2,2016-01,303
2,2016-01,116
2,2016-02,320
2,2016-03,393
2,2016-04,13
2,2016-06,123
2,2016-07,118
2,2016-07,159
2,2016-08,144
2,2016-10,195
2,2016-12,274
2,2017-03,364
2,2017-03,205
2,2017-08,439
2,2017-09,339
2,2017-10,367
2,2017-10,179
2,2017-11,168
2,2017-12,131
2,2018-02,294
2,2018-03,394
2,2018-04,126
2,2018-04,355
2,2018-04,115
2,2018-07,170
2,2018-08,406
2,2019-01,92
2,2019-01,146
2,2019-04,187
2,2019-04,217
2,2019-05,248
2,2019-06,165
2,2019-06,303
2,2019-06,130
2,2019-11,101
2,2019-12,272
2,2020-01,326
2,2020-02,84
2,2020-02,293
2,2020-03,145
2,2020-03,291
2,2020-03,122
2,2020-04,237
2,2020-05,227
2,2020-06,136
2,2020-06,244
2,2020-07,128
2,2020-10,139
2,2021-01,76
2,2021-03,163
2,2021-04,30
3,2007-11,1
3,2007-12,20
3,2008-01,2
3,2008-02,1
3,2008-03,4
3,2008-03,19
3,2008-03,46
3,2008-04,6
3,2008-04,61
3,2008-05,22
3,2008-05,6
3,2008-05,27
3,2008-06,34
3,2008-06,2
3,2008-06,34
3,2008-07,32
3,2008-07,14
3,2008-07,5
3,2008-07,24
3,2008-07,13
3,2008-08,15
3,2008-08,8
3,2008-08,20
3,2008-08,32
3,2008-09,2
3,2008-09,14
3,2008-09,11
3,2008-10,41
3,2008-10,2
3,2008-11,3
3,2008-11,9
3,2008-12,21
3,2008-12,5
3,2009-01,25
3,2009-01,6
3,2009-01,21
3,2009-02,1
3,2009-03,6
3,2009-03,30
3,2009-03,14
3,2009-04,4
3,2009-04,39
3,2009-04,13
3,2009-05,24
3,2009-05,7
3,2009-06,29
3,2009-06,17
3,2009-06,8
3,2009-07,13
3,2009-07,32
3,2009-07,11
3,2009-08,41
3,2009-08,4
3,2009-08,46
3,2009-09,35
3,2009-09,3
3,2009-09,30
3,2009-09,26
3,2009-09,49
3,2009-10,16
3,2009-10,8
3,2009-11,17
3,2009-12,23
3,2009-12,9
3,2009-12,6
3,2009-12,20
3,2010-01,5
3,2010-01,7
3,2010-02,25
3,2010-02,4
3,2010-03,14
3,2010-03,6
3,2010-03,30
3,2010-03,52
3,2010-04,3
3,2010-04,33
3,2010-04,7
3,2010-05,18
3,2010-05,20
3,2010-05,9
3,2010-05,38
3,2010-06,16
3,2010-06,3
3,2010-06,32
3,2010-07,5
3,2010-07,31
3,2010-08,7
3,2010-08,14
3,2010-08,2
3,2010-08,40
3,2010-08,12
3,2010-09,10
3,2010-09,24
3,2010-10,5
3,2010-10,27
3,2010-10,15
3,2010-10,38
3,2010-11,6
3,2010-11,5
3,2010-11,39
3,2010-12,11
3,2010-12,4
3,2010-12,23
3,2011-01,6
3,2011-01,3
3,2011-02,23
3,2011-02,14
3,2011-02,16
3,2011-03,11
3,2011-03,2
3,2011-04,36
3,2011-04,8
3,2011-04,34
3,2011-05,12
3,2011-05,12
3,2011-06,3
3,2011-06,42
3,2011-07,4
3,2011-07,28
3,2011-07,47
3,2011-08,7
3,2011-08,9
3,2011-08,31
3,2011-09,25
3,2011-09,7
3,2011-09,17
3,2011-09,14
3,2011-09,52
3,2011-10,12
3,2011-10,19
3,2011-10,31
3,2011-10,10
3,2011-11,5
3,2011-11,14
3,2011-12,17
3,2011-12,2
3,2011-12,20
3,2011-12,38
3,2012-01,10
3,2012-02,1
3,2012-02,20
3,2012-03,12
3,2012-03,1
3,2012-03,24
3,2012-03,13
3,2012-04,6
3,2012-04,16
3,2012-04,71
3,2012-05,46
3,2012-05,22
3,2012-05,4
3,2012-05,22
3,2012-05,17
3,2012-06,39
3,2012-06,13
3,2012-06,7
3,2012-06,12
3,2012-06,35
3,2012-07,28
3,2012-07,4
3,2012-08,20
3,2012-08,11
3,2012-08,32
3,2012-08,21
3,2012-08,48
3,2012-09,2
3,2012-09,19
3,2012-09,10
3,2012-10,28
3,2012-10,10
3,2012-10,37
3,2012-11,25
3,2012-11,2
3,2012-11,42
3,2012-11,25
3,2012-11,44
3,2012-12,27
3,2012-12,14
3,2012-12,37
3,2013-01,31
3,2013-01,5
3,2013-01,35
3,2013-02,14
3,2013-02,2
3,2013-02,22
3,2013-02,46
3,2013-03,3
3,2013-03,26
3,2013-04,7
3,2013-04,19
3,2013-04,7
3,2013-05,63
3,2013-05,7
3,2013-05,37
3,2013-06,36
3,2013-06,29
3,2013-06,1
3,2013-06,29
3,2013-06,22
3,2013-07,17
3,2013-07,17
3,2013-07,34
3,2013-08,5
3,2013-08,10
3,2013-08,50
3,2013-09,57
3,2013-09,7
3,2013-09,5
3,2013-09,32
3,2013-10,8
3,2013-10,34
3,2013-10,44
3,2013-11,18
3,2013-11,8
3,2013-12,5
3,2013-12,13
3,2014-01,16
3,2014-01,1
3,2014-01,29
3,2014-02,6
3,2014-02,8
3,2014-02,39
3,2014-02,7
3,2014-03,5
3,2014-04,31
3,2014-04,4
3,2014-05,6
3,2014-05,27
3,2014-06,62
3,2014-06,15
3,2014-06,4
3,2014-06,41
3,2014-07,7
3,2014-07,78
3,2014-07,27
3,2014-08,43
3,2014-08,16
3,2014-08,12
3,2014-08,31
3,2014-09,9
3,2014-09,42
3,2014-10,22
3,2014-10,2
3,2014-10,35
3,2014-11,5
3,2014-11,23
3,2014-12,40
3,2014-12,6
3,2014-12,26
3,2015-01,35
3,2015-01,15
3,2015-01,3
3,2015-01,15
3,2015-02,10
3,2015-02,8
3,2015-02,28
3,2015-03,51
3,2015-03,20
3,2015-03,8
3,2015-03,19
3,2015-03,52
3,2015-04,49
3,2015-04,6
3,2015-04,43
3,2015-04,10
3,2015-05,12
3,2015-05,9
3,2015-05,30
3,2015-05,18
3,2015-06,55
3,2015-06,26
3,2015-06,28
3,2015-07,47
3,2015-07,3
3,2015-07,31
3,2015-08,41
3,2015-08,11
3,2015-08,17
3,2015-08,12
3,2015-09,58
3,2015-09,18
3,2015-09,6
3,2015-09,38
3,2015-10,50
3,2015-10,16
3,2015-10,4
3,2015-10,34
3,2015-11,23
3,2015-11,2
3,2015-11,39
3,2015-11,20
3,2015-12,31
3,2015-12,12
3,2015-12,3
3,2016-01,44
3,2016-01,7
3,2016-01,3
3,2016-01,20
3,2016-02,28
3,2016-02,14
3,2016-02,4
3,2016-02,12
3,2016-03,52
3,2016-03,13
3,2016-04,39
3,2016-04,3
3,2016-04,21
3,2016-05,42
3,2016-05,17
3,2016-05,34
3,2016-06,48
3,2016-06,11
3,2016-06,41
3,2016-07,41
3,2016-07,33
3,2016-07,3
3,2016-07,28
3,2016-07,8
3,2016-08,30
3,2016-08,29
3,2016-08,6
3,2016-08,24
3,2016-09,50
3,2016-09,12
3,2016-09,7
3,2016-09,34
3,2016-10,48
3,2016-10,4
3,2016-11,54
3,2016-11,21
3,2016-11,5
3,2016-11,31
3,2016-12,38
3,2016-12,4
3,2016-12,2
3,2016-12,30
3,2017-01,36
3,2017-01,2
3,2017-01,8
3,2017-02,31
3,2017-02,12
3,2017-02,6
3,2017-02,25
3,2017-02,11
3,2017-03,50
3,2017-03,7
3,2017-03,56
3,2017-03,12
3,2017-04,42
3,2017-04,8
3,2017-05,56
3,2017-05,6
3,2017-05,33
3,2017-06,50
3,2017-06,22
3,2017-06,7
3,2017-06,10
3,2017-07,53
3,2017-07,9
3,2017-07,8
3,2017-07,32
3,2017-08,57
3,2017-08,5
3,2017-08,10
3,2017-09,48
3,2017-09,2
3,2017-10,62
3,2017-10,7
3,2017-10,36
3,2017-11,25
3,2017-11,17
3,2017-11,4
3,2017-11,22
3,2017-12,34
3,2017-12,16
3,2017-12,5
3,2017-12,28
3,2017-12,8
3,2018-01,30
3,2018-01,10
3,2018-01,5
3,2018-01,40
3,2018-02,6
3,2018-02,29
3,2018-02,16
3,2018-03,57
3,2018-03,24
3,2018-03,9
3,2018-03,51
3,2018-04,43
3,2018-04,6
3,2018-04,40
3,2018-05,79
3,2018-05,3
3,2018-05,18
3,2018-06,47
3,2018-06,4
3,2018-06,38
3,2018-06,20
3,2018-07,62
3,2018-07,10
3,2018-07,16
3,2018-08,68
3,2018-08,9
3,2018-08,42
3,2018-08,12
3,2018-09,64
3,2018-09,22
3,2018-09,3
3,2018-09,41
3,2018-09,17
3,2018-10,61
3,2018-10,18
3,2018-10,5
3,2018-10,45
3,2018-11,23
3,2018-11,8
3,2018-11,34
3,2018-11,10
3,2018-12,30
3,2018-12,36
3,2018-12,6
3,2018-12,35
3,2018-12,15
3,2019-01,39
3,2019-01,16
3,2019-01,3
3,2019-01,39
3,2019-02,36
3,2019-02,13
3,2019-02,4
3,2019-02,17
3,2019-02,16
3,2019-03,36
3,2019-03,6
3,2019-04,59
3,2019-04,20
3,2019-04,3
3,2019-04,12
3,2019-05,61
3,2019-05,43
3,2019-05,22
3,2019-06,62
3,2019-07,62
3,2019-07,29
3,2019-07,3
3,2019-07,49
3,2019-07,18
3,2019-08,48
3,2019-08,27
3,2019-08,2
3,2019-08,23
3,2019-09,51
3,2019-09,28
3,2019-09,7
3,2019-09,28
3,2019-09,15
3,2019-10,63
3,2019-10,5
3,2019-10,18
3,2019-11,33
3,2019-11,9
3,2019-12,24
3,2019-12,38
3,2019-12,3
3,2019-12,41
3,2020-01,29
3,2020-01,15
3,2020-01,13
3,2020-01,4
3,2020-01,39
3,2020-02,44
3,2020-02,17
3,2020-02,5
3,2020-02,11
3,2020-03,27
3,2020-03,7
3,2020-03,35
3,2020-03,9
3,2020-04,28
3,2020-05,24
3,2020-05,7
3,2020-05,7
3,2020-05,8
3,2020-06,36
3,2020-06,36
3,2020-06,4
3,2020-07,40
3,2020-07,20
3,2020-07,2
3,2020-07,36
3,2020-07,11
3,2020-08,34
3,2020-08,3
3,2020-08,34
3,2020-08,6
3,2020-09,34
3,2020-09,6
3,2020-09,39
3,2020-10,28
3,2020-10,26
3,2020-10,7
3,2020-10,8
3,2020-11,17
3,2020-11,6
3,2020-11,6
3,2020-12,15
3,2020-12,13
3,2020-12,5
3,2020-12,18
3,2021-01,23
3,2021-01,3
3,2021-02,18
3,2021-02,3
3,2021-03,26
3,2021-03,4
3,2021-03,16
3,2021-04,5
3,2021-04,3
3,2021-04,12
4,2007-08,1
4,2008-02,1
4,2008-03,4
4,2008-03,9
4,2008-03,26
4,2008-04,41
4,2008-04,12
4,2008-04,29
4,2008-04,6
4,2008-05,2
4,2008-05,19
4,2008-06,4
4,2008-06,14
4,2008-06,32
4,2008-07,6
4,2008-07,19
4,2008-08,5
4,2008-08,10
4,2008-09,4
4,2008-09,10
4,2008-09,40
4,2008-10,5
4,2008-10,31
4,2008-10,17
4,2008-10,57
4,2008-11,20
4,2008-11,3
4,2008-11,18
4,2008-11,11
4,2008-12,1
4,2008-12,18
4,2008-12,11
4,2009-01,12
4,2009-01,3
4,2009-01,13
4,2009-02,2
4,2009-02,16
4,2009-02,11
4,2009-03,5
4,2009-03,13
4,2009-04,6
4,2009-04,14
4,2009-05,1
4,2009-05,25
4,2009-05,15
4,2009-05,38
4,2009-06,5
4,2009-06,36
4,2009-06,19
4,2009-07,1
4,2009-07,17
4,2009-08,34
4,2009-08,18
4,2009-08,18
4,2009-08,36
4,2009-09,9
4,2009-09,18
4,2009-10,3
4,2009-10,26
4,2009-10,41
4,2009-11,1
4,2009-11,34
4,2009-11,20
4,2009-12,1
4,2009-12,10
4,2009-12,33
4,2010-01,5
4,2010-01,17
4,2010-01,13
4,2010-02,3
4,2010-02,17
4,2010-02,18
4,2010-03,3
4,2010-03,18
4,2010-04,1
4,2010-04,18
4,2010-04,37
4,2010-05,2
4,2010-05,48
4,2010-05,16
4,2010-06,13
4,2010-06,2
4,2010-06,19
4,2010-07,2
4,2010-07,13
4,2010-08,9
4,2010-08,16
4,2010-08,35
4,2010-09,18
4,2010-09,4
4,2010-09,17
4,2010-10,4
4,2010-10,15
4,2010-11,3
4,2010-11,19
4,2010-12,3
4,2010-12,12
4,2011-01,6
4,2011-01,17
4,2011-01,17
4,2011-02,2
4,2011-02,9
4,2011-02,21
4,2011-03,7
4,2011-03,24
4,2011-03,15
4,2011-03,26
4,2011-04,10
4,2011-04,5
4,2011-04,16
4,2011-05,1
4,2011-05,30
4,2011-05,6
4,2011-05,35
4,2011-06,3
4,2011-06,14
4,2011-07,3
4,2011-07,22
4,2011-08,3
4,2011-08,30
4,2011-08,20
4,2011-08,51
4,2011-09,4
4,2011-09,12
4,2011-09,37
4,2011-10,4
4,2011-10,17
4,2011-11,11
4,2011-11,3
4,2011-11,11
4,2011-11,26
4,2011-12,10
4,2011-12,3
4,2011-12,11
4,2012-01,18
4,2012-01,7
4,2012-02,1
4,2012-02,11
4,2012-03,2
4,2012-03,18
4,2012-04,3
4,2012-04,17
4,2012-05,6
4,2012-05,9
4,2012-05,49
4,2012-06,18
4,2012-06,21
4,2012-06,19
4,2012-07,6
4,2012-07,31
4,2012-07,17
4,2012-07,28
4,2012-08,8
4,2012-08,22
4,2012-09,4
4,2012-09,5
4,2012-09,41
4,2012-10,11
4,2012-10,19
4,2012-10,57
4,2012-11,3
4,2012-11,15
4,2012-12,2
4,2012-12,24
4,2013-01,12
4,2013-01,22
4,2013-02,7
4,2013-02,13
4,2013-03,15
4,2013-03,3
4,2013-03,23
4,2013-04,3
4,2013-04,16
4,2013-04,48
4,2013-05,3
4,2013-05,13
4,2013-05,71
4,2013-06,7
4,2013-06,11
4,2013-07,8
4,2013-07,35
4,2013-07,13
4,2013-07,52
4,2013-08,2
4,2013-08,21
4,2013-08,14
4,2013-08,35
4,2013-09,4
4,2013-09,23
4,2013-09,9
4,2013-09,45
4,2013-10,8
4,2013-10,9
4,2013-11,5
4,2013-11,31
4,2013-11,16
4,2013-12,10
4,2014-01,1
4,2014-01,6
4,2014-02,6
4,2014-02,11
4,2014-02,24
4,2014-03,3
4,2014-03,24
4,2014-03,11
4,2014-03,36
4,2014-04,4
4,2014-04,33
4,2014-04,13
4,2014-04,33
4,2014-05,5
4,2014-05,12
4,2014-06,1
4,2014-06,22
4,2014-06,48
4,2014-07,19
4,2014-07,19
4,2014-08,6
4,2014-08,18
4,2014-09,7
4,2014-09,22
4,2014-09,59
4,2014-10,5
4,2014-10,19
4,2014-11,13
4,2014-11,8
4,2014-11,11
4,2014-12,5
4,2014-12,21
4,2014-12,26
4,2015-01,12
4,2015-01,24
4,2015-02,2
4,2015-02,8
4,2015-02,21
4,2015-03,6
4,2015-03,38
4,2015-03,17
4,2015-04,14
4,2015-05,2
4,2015-05,19
4,2015-06,11
4,2015-06,21
4,2015-07,382
4,2015-07,18
4,2015-07,6
4,2015-07,10
4,2015-08,11
4,2015-08,6
4,2015-08,16
4,2015-09,5
4,2015-09,13
4,2015-09,48
4,2015-10,7
4,2015-10,20
4,2015-11,19
4,2015-11,6
4,2015-11,13
4,2015-12,383
4,2015-12,1
4,2015-12,35
4,2015-12,16
4,2016-01,4
4,2016-01,13
4,2016-02,3
4,2016-02,37
4,2016-02,13
4,2016-03,5
4,2016-03,46
4,2016-03,10
4,2016-04,348
4,2016-04,2
4,2016-04,25
4,2016-04,21
4,2016-05,18
4,2016-06,13
4,2016-06,9
4,2016-06,16
4,2016-06,47
4,2016-07,3
4,2016-07,13
4,2016-07,49
4,2016-08,5
4,2016-08,35
4,2016-09,4
4,2016-09,18
4,2016-09,36
4,2016-10,12
4,2016-10,3
4,2016-10,41
4,2016-10,13
4,2016-11,3
4,2016-11,15
4,2016-11,37
4,2016-12,2
4,2016-12,11
4,2017-01,10
4,2017-01,4
4,2017-01,24
4,2017-01,19
4,2017-02,3
4,2017-02,18
4,2017-03,18
4,2017-03,5
4,2017-03,26
4,2017-04,13
4,2017-04,3
4,2017-04,35
4,2017-05,7
4,2017-05,2
4,2017-05,18
4,2017-05,55
4,2017-06,8
4,2017-06,33
4,2017-06,13
4,2017-07,316
4,2017-07,4
4,2017-07,17
4,2017-08,14
4,2017-08,7
4,2017-08,43
4,2017-08,23
4,2017-09,15
4,2017-09,2
4,2017-09,43
4,2017-09,20
4,2017-10,22
4,2017-10,4
4,2017-10,16
4,2017-10,47
4,2017-11,4
4,2017-11,46
4,2017-12,2
4,2017-12,12
4,2018-01,2
4,2018-01,9
4,2018-01,29
4,2018-02,41
4,2018-02,11
4,2018-02,6
4,2018-02,19
4,2018-03,7
4,2018-03,18
4,2018-04,29
4,2018-04,3
4,2018-04,19
4,2018-05,340
4,2018-05,45
4,2018-05,2
4,2018-05,47
4,2018-05,20
4,2018-06,449
4,2018-06,23
4,2018-06,7
4,2018-06,24
4,2018-07,24
4,2018-07,4
4,2018-07,37
4,2018-07,19
4,2018-08,12
4,2018-08,5
4,2018-08,21
4,2018-09,345
4,2018-09,3
4,2018-09,16
4,2018-10,4
4,2018-10,27
4,2018-11,39
4,2018-11,2
4,2018-11,24
4,2018-12,5
4,2018-12,33
4,2019-02,4
4,2019-02,10
4,2019-03,16
4,2019-03,4
4,2019-03,35
4,2019-03,11
4,2019-03,30
4,2019-04,7
4,2019-04,45
4,2019-04,17
4,2019-05,470
4,2019-05,27
4,2019-05,4
4,2019-05,35
4,2019-06,384
4,2019-06,26
4,2019-06,1
4,2019-06,37
4,2019-06,18
4,2019-06,63
4,2019-07,2
4,2019-07,19
4,2019-08,459
4,2019-08,6
4,2019-08,47
4,2019-08,23
4,2019-09,1
4,2019-09,18
4,2019-10,407
4,2019-10,39
4,2019-10,3
4,2019-10,49
4,2019-10,19
4,2019-11,16
4,2019-11,4
4,2019-11,36
4,2019-11,16
4,2019-11,44
4,2019-12,295
4,2019-12,2
4,2019-12,16
4,2020-01,11
4,2020-02,2
4,2020-02,22
4,2020-02,12
4,2020-03,5
4,2020-03,2
4,2020-03,14
4,2020-04,13
4,2020-04,4
4,2020-04,32
4,2020-04,16
4,2020-04,18
4,2020-05,2
4,2020-05,27
4,2020-05,9
4,2020-06,1
4,2020-06,36
4,2020-06,15
4,2020-07,6
4,2020-07,17
4,2020-08,32
4,2020-08,5
4,2020-08,13
4,2020-09,18
4,2020-09,4
4,2020-09,9
4,2020-10,209
4,2020-10,5
4,2020-10,47
4,2020-10,18
4,2020-11,226
4,2020-11,3
4,2020-11,23
4,2020-11,6
4,2020-12,5
4,2020-12,9
4,2021-01,199
4,2021-01,5
4,2021-01,2
4,2021-01,28
4,2021-01,13
4,2021-02,26
4,2021-02,6
4,2021-02,28
4,2021-02,16
4,2021-02,31
4,2021-03,20
4,2021-03,8
4,2021-03,28
4,2021-03,23
4,2021-04,5
4,2021-04,3
4,2021-04,4
5,2007-12,1
5,2008-04,32
5,2008-05,32
5,2008-06,25
5,2008-06,65
5,2008-07,30
5,2008-08,46
5,2008-11,43
5,2008-11,29
5,2008-11,50
5,2008-12,25
5,2008-12,22
5,2009-01,29
5,2009-01,34
5,2009-02,23
5,2009-02,45
5,2009-03,45
5,2009-04,21
5,2009-05,57
5,2009-06,50
5,2009-06,48
5,2009-07,41
5,2009-07,39
5,2009-08,54
5,2009-09,32
5,2009-09,30
5,2009-10,44
5,2009-10,73
5,2009-11,31
5,2009-12,30
5,2010-01,29
5,2010-01,35
5,2010-02,36
5,2010-02,46
5,2010-02,31
5,2010-03,31
5,2010-03,69
5,2010-05,38
5,2010-06,36
5,2010-06,46
5,2010-07,30
5,2010-07,54
5,2010-08,56
5,2010-09,41
5,2010-10,47
5,2010-10,39
5,2010-11,37
5,2010-11,43
5,2010-11,48
5,2010-12,24
5,2010-12,20
5,2010-12,39
5,2011-01,15
5,2011-04,45
5,2011-04,51
5,2011-05,43
5,2011-06,43
5,2011-06,43
5,2011-07,38
5,2011-07,15
5,2011-08,55
5,2011-09,35
5,2011-10,29
5,2011-11,36
5,2011-12,15
5,2011-12,38
5,2012-01,17
5,2012-01,32
5,2012-02,18
5,2012-03,27
5,2012-03,39
5,2012-04,26
5,2012-04,29
5,2012-04,39
5,2012-05,48
5,2012-06,47
5,2012-07,51
5,2012-08,57
5,2012-09,50
5,2012-10,58
5,2012-11,40
5,2012-12,33
5,2012-12,29
5,2013-01,29
5,2013-02,35
5,2013-02,47
5,2013-03,36
5,2013-03,33
5,2013-04,25
5,2013-04,41
5,2013-05,55
5,2013-06,56
5,2013-06,33
5,2013-10,39
5,2013-10,31
5,2013-11,26
5,2013-11,43
5,2013-12,27
5,2013-12,29
5,2014-01,44
5,2014-01,34
5,2014-02,19
5,2014-02,23
5,2014-03,20
5,2014-03,48
5,2014-04,70
5,2014-05,55
5,2014-07,78
5,2014-07,101
5,2014-08,56
5,2014-08,67
5,2014-09,39
5,2014-09,79
5,2014-10,40
5,2014-11,46
5,2014-11,46
5,2014-12,58
5,2014-12,40
5,2015-01,34
5,2015-03,43
5,2015-03,81
5,2015-04,32
5,2015-04,67
5,2015-05,34
5,2015-05,53
5,2015-06,59
5,2015-07,35
5,2015-08,33
5,2015-08,55
5,2015-09,51
5,2015-09,42
5,2015-10,48
5,2015-11,29
5,2015-11,47
5,2015-12,42
5,2016-01,32
5,2016-01,31
5,2016-02,44
5,2016-03,45
5,2016-03,35
5,2016-04,50
5,2016-05,48
5,2016-06,38
5,2016-06,55
5,2016-08,18
5,2016-08,41
5,2016-10,48
5,2016-12,38
5,2017-01,37
5,2017-01,45
5,2017-02,36
5,2017-03,42
5,2017-03,63
5,2017-04,15
5,2017-04,43
5,2017-05,36
5,2017-06,49
5,2017-06,49
5,2017-07,34
5,2017-08,50
5,2017-08,70
5,2017-09,55
5,2017-09,31
5,2017-09,59
5,2017-11,19
5,2017-11,47
5,2017-12,38
5,2017-12,79
5,2018-01,61
5,2018-02,28
5,2018-02,59
5,2018-03,41
5,2018-04,45
5,2018-04,63
5,2018-05,41
5,2018-06,50
5,2018-07,40
5,2018-07,61
5,2018-07,34
5,2018-08,50
5,2018-08,59
5,2018-08,47
5,2018-09,57
5,2018-09,51
5,2018-10,39
5,2018-11,34
5,2018-11,34
5,2018-12,28
5,2019-01,25
5,2019-01,39
5,2019-01,49
